Consommation brute électricité (MW) - RTE;T;U;FF;country;scale;holiday;day;month;hours
6022.0;9.6;87.0;3.9;1;5;0;1;12;13
5921.5;9.1;89.0;2.8;1;5;0;1;12;14
5919.0;9.5;88.0;2.9;1;5;0;1;12;15
6270.0;9.3;88.0;2.9;1;5;0;1;12;16
6599.0;8.9;88.0;2.7;1;5;0;1;12;17
6753.5;8.3;91.0;3.4;1;5;0;1;12;18
6296.5;7.5;92.0;2.6;1;5;0;1;12;19
5997.0;6.8;92.0;2.8;1;5;0;1;12;20
5774.0;5.9;93.0;2.5;1;5;0;1;12;21
5782.0;5.2;94.0;2.1;1;5;0;1;12;22
5648.5;3.9;94.0;1.2;1;5;0;1;12;23
5474.0;2.8;93.0;1.3;1;5;0;2;12;0
5528.0;2.5;95.0;1.4;1;5;0;2;12;1
5327.0;2.3;96.0;1.9;1;5;0;2;12;2
5259.0;2.4;96.0;1.6;1;5;0;2;12;3
5446.0;3.3;97.0;3.4;1;5;0;2;12;4
5964.5;4.7;97.0;3.6;1;5;0;2;12;5
6590.0;5.7;96.0;3.6;1;5;0;2;12;6
6818.0;6.9;96.0;3.9;1;5;0;2;12;7
6783.0;7.7;92.0;3.7;1;5;0;2;12;8
6743.5;8.5;90.0;4.3;1;5;0;2;12;9
6691.5;9.1;87.0;4.6;1;5;0;2;12;10
6598.5;9.4;86.0;4.3;1;5;0;2;12;11
6403.0;8.8;90.0;2.7;1;5;0;2;12;12
6299.0;8.7;91.0;2.6;1;5;0;2;12;13
6166.0;8.7;91.0;2.1;1;5;0;2;12;14
6191.0;8.4;93.0;3.1;1;5;0;2;12;15
6574.5;8.2;92.0;2.8;1;5;0;2;12;16
6874.5;7.6;93.0;3.3;1;5;0;2;12;17
6954.5;7.2;94.0;2.4;1;5;0;2;12;18
6549.0;6.8;94.0;2.7;1;5;0;2;12;19
6225.5;6.5;93.0;3.1;1;5;0;2;12;20
5912.0;6.2;93.0;2.5;1;5;0;2;12;21
5842.5;5.7;93.0;2.9;1;5;0;2;12;22
5668.5;5.3;93.0;2.3;1;5;0;2;12;23
5479.0;5.3;93.0;2.9;1;5;0;3;12;0
5606.0;5.4;92.0;1.9;1;5;0;3;12;1
5380.0;5.7;89.0;3.2;1;5;0;3;12;2
5261.0;5.9;88.0;3.8;1;5;0;3;12;3
5368.0;6.4;90.0;3.2;1;5;0;3;12;4
5890.0;7.5;87.0;3.4;1;5;0;3;12;5
6471.5;9.2;75.0;3.8;1;5;0;3;12;6
6685.0;9.6;73.0;3.6;1;5;0;3;12;7
6621.5;9.5;72.0;2.5;1;5;0;3;12;8
6599.5;10.1;74.0;2.6;1;5;0;3;12;9
6633.0;10.1;72.0;3.9;1;5;0;3;12;10
6595.0;9.1;82.0;4.6;1;5;0;3;12;11
6463.0;9.0;84.0;4.7;1;5;0;3;12;12
6367.5;9.0;84.0;4.9;1;5;0;3;12;13
6265.5;8.4;89.0;6.1;1;5;0;3;12;14
6316.0;9.5;83.0;4.9;1;5;0;3;12;15
6706.5;9.8;85.0;8.0;1;5;0;3;12;16
6914.0;9.5;88.0;7.2;1;5;0;3;12;17
6961.5;9.7;90.0;5.4;1;5;0;3;12;18
6681.0;10.1;91.0;5.6;1;5;0;3;12;19
6344.0;10.6;90.0;7.0;1;5;0;3;12;20
6073.5;10.3;90.0;7.4;1;5;0;3;12;21
6043.5;10.5;91.0;6.2;1;5;0;3;12;22
5875.5;10.7;90.0;6.3;1;5;0;3;12;23
5687.5;10.8;89.0;8.3;1;5;0;4;12;0
5820.5;10.9;89.0;7.4;1;5;0;4;12;1
5586.0;10.8;90.0;6.9;1;5;0;4;12;2
5433.0;10.8;90.0;7.3;1;5;0;4;12;3
5572.0;11.4;89.0;7.6;1;5;0;4;12;4
6128.0;12.1;88.0;7.2;1;5;0;4;12;5
6764.5;13.2;85.0;8.4;1;5;0;4;12;6
6957.0;14.3;83.0;8.0;1;5;0;4;12;7
6934.0;14.6;83.0;6.8;1;5;0;4;12;8
6918.5;14.7;80.0;6.6;1;5;0;4;12;9
6942.5;14.7;81.0;6.0;1;5;0;4;12;10
6939.0;14.4;80.0;4.1;1;5;0;4;12;11
6908.0;13.4;86.0;3.8;1;5;0;4;12;12
6788.0;13.5;84.0;4.7;1;5;0;4;12;13
6699.5;12.2;89.0;5.1;1;5;0;4;12;14
6688.0;12.2;89.0;4.6;1;5;0;4;12;15
7013.5;12.4;86.0;3.2;1;5;0;4;12;16
7182.0;12.0;85.0;2.8;1;5;0;4;12;17
7275.5;11.6;85.0;3.8;1;5;0;4;12;18
6953.0;11.0;86.0;3.5;1;5;0;4;12;19
6492.5;10.7;83.0;3.7;1;5;0;4;12;20
6266.0;10.2;82.0;4.3;1;5;0;4;12;21
6289.5;10.0;81.0;4.7;1;5;0;4;12;22
6141.0;9.4;82.0;4.5;1;5;0;4;12;23
5884.0;9.0;82.0;3.9;1;5;0;5;12;0
5984.0;9.2;80.0;3.9;1;5;0;5;12;1
5796.5;9.0;79.0;5.4;1;5;0;5;12;2
5685.5;8.6;79.0;3.9;1;5;0;5;12;3
5825.5;10.9;72.0;4.6;1;5;0;5;12;4
6326.5;12.1;71.0;6.2;1;5;0;5;12;5
6880.0;14.1;67.0;7.2;1;5;0;5;12;6
7081.0;15.5;66.0;6.2;1;5;0;5;12;7
7117.0;16.4;65.0;6.2;1;5;0;5;12;8
7126.5;16.2;69.0;4.8;1;5;0;5;12;9
7122.5;16.2;69.0;5.1;1;5;0;5;12;10
7140.0;15.4;72.0;3.2;1;5;0;5;12;11
7028.0;14.9;74.0;2.9;1;5;0;5;12;12
6804.5;15.1;71.0;3.5;1;5;0;5;12;13
6672.5;14.3;79.0;3.3;1;5;0;5;12;14
6565.5;13.4;87.0;3.3999999999999897;1;5;0;5;12;15
6869.0;13.9;87.0;5.5;1;5;0;5;12;16
7023.5;13.6;86.0;3.6;1;5;0;5;12;17
6942.0;13.3;87.0;4.0;1;5;0;5;12;18
6601.5;13.0;90.0;4.2;1;5;0;5;12;19
6300.0;12.7;92.0;2.6;1;5;0;5;12;20
6021.5;12.6;93.0;3.7;1;5;0;5;12;21
5976.0;12.7;93.0;4.3;1;5;0;5;12;22
5827.5;12.7;92.0;4.2;1;5;0;5;12;23
5506.0;12.5;93.0;6.5;1;5;0;6;12;0
5493.0;12.4;92.0;5.7;1;5;0;6;12;1
5249.0;12.0;91.0;4.5;1;5;0;6;12;2
5007.0;11.5;92.0;5.3;1;5;0;6;12;3
4928.0;11.9;91.0;5.4;1;5;0;6;12;4
5139.0;12.6;89.0;5.3;1;5;0;6;12;5
5384.5;13.1;89.0;5.9;1;5;0;6;12;6
5470.0;13.7;88.0;5.7;1;5;0;6;12;7
5633.0;14.0;86.0;5.5;1;5;0;6;12;8
5694.5;13.9;84.0;3.9;1;5;0;6;12;9
5757.5;14.3;76.0;6.2;1;5;0;6;12;10
5842.0;13.0;80.0;3.4;1;5;0;6;12;11
5772.0;11.9;86.0;2.7;1;5;0;6;12;12
5553.5;10.8;89.0;4.0;1;5;0;6;12;13
5422.5;10.1;90.0;4.3;1;5;0;6;12;14
5410.0;9.4;91.0;3.6;1;5;0;6;12;15
5666.0;7.8;89.0;0.8;1;5;0;6;12;16
5979.0;6.9;92.0;1.4;1;5;0;6;12;17
6039.0;7.2;94.0;2.6;1;5;0;6;12;18
5815.5;7.1;95.0;2.2;1;5;0;6;12;19
5599.0;6.5;95.0;1.8;1;5;0;6;12;20
5498.5;6.0;96.0;2.3;1;5;0;6;12;21
5519.5;6.1;96.0;2.5;1;5;0;6;12;22
5393.0;6.1;96.0;3.3;1;5;0;6;12;23
5145.0;6.3;97.0;3.8;1;5;0;7;12;0
5196.0;7.0;97.0;2.9;1;5;0;7;12;1
4917.5;7.2;97.0;3.9;1;5;0;7;12;2
4641.0;7.4;97.0;3.0;1;5;0;7;12;3
4613.5;7.9;97.0;3.4;1;5;0;7;12;4
4710.5;8.3;97.0;3.0;1;5;0;7;12;5
4825.0;8.9;97.0;3.0;1;5;0;7;12;6
4932.5;9.6;96.0;3.3;1;5;0;7;12;7
5114.0;10.2;94.0;4.0;1;5;0;7;12;8
5238.0;10.1;94.0;3.0;1;5;0;7;12;9
5363.0;9.9;94.0;3.1;1;5;0;7;12;10
5553.5;9.8;95.0;3.4;1;5;0;7;12;11
5534.5;9.5;95.0;3.8;1;5;0;7;12;12
5166.5;9.1;96.0;2.0;1;5;0;7;12;13
4997.5;8.7;96.0;3.0;1;5;0;7;12;14
4999.5;8.8;97.0;1.9;1;5;0;7;12;15
5379.5;9.0;97.0;2.6;1;5;0;7;12;16
5675.0;9.0;97.0;2.1;1;5;0;7;12;17
5835.5;9.0;97.0;1.9;1;5;0;7;12;18
5685.0;9.0;96.0;1.7;1;5;0;7;12;19
5526.0;9.1;95.0;1.3;1;5;0;7;12;20
5400.0;9.0;95.0;1.5;1;5;0;7;12;21
5436.5;8.6;94.0;2.0;1;5;0;7;12;22
5335.0;8.5;94.0;1.6;1;5;0;7;12;23
5140.0;8.2;94.0;2.0;1;5;0;1;12;0
5193.5;7.0;95.0;2.2;1;5;0;1;12;1
5084.5;6.1;96.0;2.2;1;5;0;1;12;2
4995.0;5.1;96.0;1.4;1;5;0;1;12;3
5189.5;5.7;95.0;2.6;1;5;0;1;12;4
5848.0;7.7;89.0;3.5;1;5;0;1;12;5
6593.5;9.5;84.0;2.9;1;5;0;1;12;6
6847.0;10.4;81.0;2.5;1;5;0;1;12;7
6820.5;11.2;79.0;2.9;1;5;0;1;12;8
6849.5;11.8;80.0;3.0;1;5;0;1;12;9
6813.5;12.5;77.0;1.9;1;5;0;1;12;10
6862.0;12.1;80.0;1.9;1;5;0;1;12;11
6700.0;10.7;88.0;2.5;1;5;0;1;12;12
6585.5;9.3;90.0;2.9;1;5;0;1;12;13
6436.5;8.6;91.0;2.8;1;5;0;1;12;14
6420.5;8.3;95.0;3.4;1;5;0;1;12;15
6733.0;8.4;96.0;2.6;1;5;0;1;12;16
7047.0;6.9;93.0;0.7;1;5;0;1;12;17
7153.0;5.6;94.0;0.7;1;5;0;1;12;18
6792.5;4.5;94.0;0.5;1;5;0;1;12;19
6423.0;4.1;95.0;0.5;1;5;0;1;12;20
6163.5;3.9;96.0;0.0;1;5;0;1;12;21
6188.0;3.2;95.0;0.0;1;5;0;1;12;22
6043.0;3.1;96.0;0.0;1;5;0;1;12;23
5738.0;3.0;96.0;1.0;1;5;0;2;12;0
5788.5;4.4;96.0;0.9;1;5;0;2;12;1
5628.0;3.3;95.0;0.6;1;5;0;2;12;2
5501.5;3.4;96.0;1.2;1;5;0;2;12;3
5568.0;5.2;95.0;0.7;1;5;0;2;12;4
6063.5;7.9;91.0;1.2;1;5;0;2;12;5
6708.0;10.7;84.0;1.0;1;5;0;2;12;6
6925.5;13.6;76.0;1.7;1;5;0;2;12;7
6842.0;14.6;73.0;2.3;1;5;0;2;12;8
6830.0;15.4;71.0;2.2;1;5;0;2;12;9
6846.5;14.9;75.0;2.3;1;5;0;2;12;10
6815.5;14.3;75.0;3.1;1;5;0;2;12;11
6652.0;11.1;81.0;3.1;1;5;0;2;12;12
6557.5;9.5;87.0;2.5;1;5;0;2;12;13
6411.5;8.4;87.0;1.8;1;5;0;2;12;14
6396.0;7.4;91.0;2.0;1;5;0;2;12;15
6731.5;7.2;90.0;2.1;1;5;0;2;12;16
6999.0;7.0;92.0;2.0;1;5;0;2;12;17
7041.5;6.6;93.0;1.7;1;5;0;2;12;18
6749.0;6.3;94.0;1.6;1;5;0;2;12;19
6328.0;6.5;93.0;2.4;1;5;0;2;12;20
6046.5;6.1;93.0;2.4;1;5;0;2;12;21
6019.0;5.7;94.0;2.5;1;5;0;2;12;22
5781.5;5.3;95.0;3.1;1;5;0;2;12;23
5482.0;5.2;95.0;3.1;1;5;0;3;12;0
5542.5;5.1;95.0;3.2;1;5;0;3;12;1
5443.0;5.2;95.0;2.9;1;5;0;3;12;2
5285.5;5.4;95.0;2.8;1;5;0;3;12;3
5406.0;5.9;95.0;2.0;1;5;0;3;12;4
5780.5;6.6;92.0;2.3;1;5;0;3;12;5
6424.5;7.6;88.0;2.3;1;5;0;3;12;6
6698.0;9.5;79.0;1.8;1;5;0;3;12;7
6599.5;11.5;72.0;1.1;1;5;0;3;12;8
6663.5;13.2;65.0;0.8;1;5;0;3;12;9
6663.5;14.0;65.0;1.0;1;5;0;3;12;10
6767.0;14.7;63.0;0.0;1;5;0;3;12;11
6719.5;9.7;77.0;1.7;1;5;0;3;12;12
6603.5;6.8;88.0;0.7;1;5;0;3;12;13
6454.0;5.5;92.0;1.0;1;5;0;3;12;14
6479.0;4.8;93.0;0.5;1;5;0;3;12;15
6593.0;3.9;92.0;0.0;1;5;0;3;12;16
6729.0;4.4;94.0;1.1;1;5;0;3;12;17
6815.0;3.5;95.0;1.2;1;5;0;3;12;18
6373.0;4.8;96.0;3.4;1;5;0;3;12;19
6016.5;4.3;96.0;1.8;1;5;0;3;12;20
5711.0;4.6;96.0;2.8;1;5;0;3;12;21
5663.5;4.6;96.0;2.7;1;5;0;3;12;22
5514.0;4.6;96.0;1.3;1;5;0;3;12;23
5265.5;5.1;96.0;1.7;1;5;0;4;12;0
5253.5;5.3;95.0;1.1;1;5;0;4;12;1
5054.0;5.4;94.0;1.4;1;5;0;4;12;2
4878.5;5.6;94.0;0.9;1;5;0;4;12;3
4989.0;5.9;91.0;2.5;1;5;0;4;12;4
5449.5;6.3;91.0;2.1;1;5;0;4;12;5
6071.5;6.5;89.0;3.1;1;5;0;4;12;6
6236.5;6.7;89.0;3.9;1;5;0;4;12;7
6185.0;7.1;90.0;3.0;1;5;0;4;12;8
6163.0;8.1;93.0;2.9;1;5;0;4;12;9
6122.5;9.3;93.0;2.5;1;5;0;4;12;10
6092.5;10.0;90.0;2.2;1;5;0;4;12;11
5962.0;9.3;93.0;1.6;1;5;0;4;12;12
5809.5;10.0;93.0;2.2;1;5;0;4;12;13
5722.0;11.3;88.0;2.8;1;5;0;4;12;14
5756.0;11.8;87.0;3.3;1;5;0;4;12;15
6082.0;12.0;87.0;3.7;1;5;0;4;12;16
6409.5;11.5;92.0;3.7;1;5;0;4;12;17
6467.0;11.8;94.0;3.4;1;5;0;4;12;18
6174.0;11.8;94.0;5.0;1;5;0;4;12;19
5812.0;11.7;93.0;5.7;1;5;0;4;12;20
5546.5;11.4;91.0;5.5;1;5;0;4;12;21
5533.0;10.9;91.0;5.2;1;5;0;4;12;22
5302.5;10.1;89.0;4.7;1;5;0;4;12;23
5155.0;8.9;94.0;3.3;1;5;0;5;12;0
5237.0;8.5;93.0;3.9;1;5;0;5;12;1
4924.0;8.1;93.0;2.8;1;5;0;5;12;2
4834.0;7.6;93.0;3.4;1;5;0;5;12;3
5001.0;8.3;93.0;3.3;1;5;0;5;12;4
5394.0;10.2;87.0;3.7;1;5;0;5;12;5
5988.0;11.7;85.0;4.4;1;5;0;5;12;6
6204.5;13.0;81.0;4.5;1;5;0;5;12;7
6160.5;14.1;76.0;3.8;1;5;0;5;12;8
6071.5;14.1;77.0;4.2;1;5;0;5;12;9
6084.0;13.6;80.0;4.4;1;5;0;5;12;10
6112.0;13.5;83.0;5.1;1;5;0;5;12;11
5974.5;12.9;85.0;3.1;1;5;0;5;12;12
5807.0;12.5;89.0;4.2;1;5;0;5;12;13
5698.5;12.3;92.0;4.3;1;5;0;5;12;14
5642.5;12.4;91.0;4.4;1;5;0;5;12;15
6016.0;12.4;92.0;4.3;1;5;0;5;12;16
6170.5;12.3;93.0;5.2;1;5;0;5;12;17
6158.0;12.5;93.0;5.4;1;5;0;5;12;18
5785.0;12.4;91.0;5.9;1;5;0;5;12;19
5539.5;12.2;90.0;6.6;1;5;0;5;12;20
5304.0;11.3;89.0;6.3;1;5;0;5;12;21
5305.0;10.3;89.0;5.6;1;5;0;5;12;22
5129.0;8.9;92.0;3.1;1;5;0;5;12;23
4828.0;9.0;91.0;4.5;1;5;0;6;12;0
4833.5;8.6;93.0;3.7;1;5;0;6;12;1
4661.0;8.6;94.0;3.4;1;5;0;6;12;2
4434.0;8.2;93.0;3.1;1;5;0;6;12;3
4455.5;9.0;93.0;4.4;1;5;0;6;12;4
4638.0;9.7;91.0;4.2;1;5;0;6;12;5
4829.0;10.8;89.0;6.0;1;5;0;6;12;6
4988.0;11.5;85.0;7.4;1;5;0;6;12;7
5152.0;12.0;83.0;6.4;1;5;0;6;12;8
5163.0;11.8;84.0;6.1;1;5;0;6;12;9
5217.5;11.5;88.0;4.6;1;5;0;6;12;10
5297.5;11.7;85.0;3.9;1;5;0;6;12;11
5255.0;11.4;84.0;3.3;1;5;0;6;12;12
4992.0;11.2;82.0;3.9;1;5;0;6;12;13
4791.0;10.9;85.0;3.4;1;5;0;6;12;14
4688.0;10.7;89.0;4.6;1;5;0;6;12;15
5065.5;10.8;87.0;5.6;1;5;0;6;12;16
5491.5;11.1;86.0;6.6;1;5;0;6;12;17
5581.0;11.1;87.0;7.9;1;5;0;6;12;18
5384.0;11.7;82.0;6.4;1;5;0;6;12;19
5199.0;11.5;84.0;7.7;1;5;0;6;12;20
5063.5;11.9;80.0;10.0;1;5;0;6;12;21
5159.0;12.0;81.0;8.0;1;5;0;6;12;22
5140.0;11.8;80.0;9.9;1;5;0;6;12;23
4800.0;11.5;85.0;9.9;1;5;0;7;12;0
4790.0;11.4;80.0;9.5;1;5;0;7;12;1
4557.5;11.4;76.0;10.9;1;5;0;7;12;2
4365.5;11.0;77.0;9.6;1;5;0;7;12;3
4282.0;10.5;86.0;8.8;1;5;0;7;12;4
4420.5;11.3;84.0;8.2;1;5;0;7;12;5
4581.0;11.5;80.0;7.9;1;5;0;7;12;6
4628.0;11.7;81.0;7.3;1;5;0;7;12;7
4762.5;12.8;81.0;10.6;1;5;0;7;12;8
4920.0;13.5;76.0;10.9;1;5;0;7;12;9
5057.5;12.4;81.0;6.3;1;5;0;7;12;10
5226.5;12.1;78.0;6.0;1;5;0;7;12;11
5181.5;11.3;83.0;4.7;1;5;0;7;12;12
4872.0;10.6;87.0;3.2;1;5;0;7;12;13
4715.0;10.7;89.0;4.0;1;5;0;7;12;14
4677.5;10.5;87.0;4.3;1;5;0;7;12;15
4947.0;9.5;89.0;4.7;1;5;0;7;12;16
5237.0;8.7;90.0;4.0;1;5;0;7;12;17
5310.5;8.3;92.0;4.3;1;5;0;7;12;18
5164.5;9.2;92.0;4.2;1;5;0;7;12;19
4985.0;8.5;93.0;3.7;1;5;0;7;12;20
4903.0;9.0;93.0;4.8;1;5;0;7;12;21
4884.5;9.2;91.0;5.6;1;5;0;7;12;22
4713.0;8.9;90.0;5.2;1;5;0;7;12;23
4470.0;8.8;90.0;5.5;1;5;0;1;12;0
4479.5;8.6;89.0;5.6;1;5;0;1;12;1
4317.0;8.0;90.0;5.5;1;5;0;1;12;2
4248.0;7.7;92.0;5.1;1;5;0;1;12;3
4307.0;8.6;89.0;4.8;1;5;0;1;12;4
4804.5;8.6;87.0;6.2;1;5;0;1;12;5
5303.5;8.5;89.0;6.9;1;5;0;1;12;6
5619.0;8.8;89.0;5.4;1;5;0;1;12;7
5747.0;8.9;87.0;6.1;1;5;0;1;12;8
5830.0;9.1;86.0;5.3;1;5;0;1;12;9
5900.5;8.8;86.0;5.1;1;5;0;1;12;10
5974.5;8.8;88.0;5.4;1;5;0;1;12;11
5895.0;8.5;89.0;4.2;1;5;0;1;12;12
5754.0;8.3;90.0;4.8;1;5;0;1;12;13
5615.0;8.1;91.0;4.9;1;5;0;1;12;14
5503.5;7.7;91.0;4.6;1;5;0;1;12;15
5810.0;7.4;90.0;4.0;1;5;0;1;12;16
6068.0;7.4;91.0;3.2;1;5;0;1;12;17
6152.0;7.4;91.0;2.4;1;5;0;1;12;18
5862.5;7.3;92.0;2.5;1;5;0;1;12;19
5568.5;7.0;93.0;0.9;1;5;0;1;12;20
5328.0;6.9;93.0;1.0;1;5;0;1;12;21
5300.5;7.1;93.0;2.2;1;5;0;1;12;22
5076.5;7.0;94.0;2.6;1;5;0;1;12;23
4849.5;7.0;94.0;2.6;1;5;0;2;12;0
4890.0;7.0;94.0;2.3;1;5;0;2;12;1
4681.0;6.9;93.0;2.0;1;5;0;2;12;2
4511.0;6.9;93.0;2.2;1;5;0;2;12;3
4611.0;7.2;93.0;2.2;1;5;0;2;12;4
4960.0;6.8;94.0;3.4;1;5;0;2;12;5
5389.5;7.1;94.0;3.4;1;5;0;2;12;6
5653.5;7.1;93.0;4.1;1;5;0;2;12;7
5710.0;7.4;93.0;3.3;1;5;0;2;12;8
5703.5;7.6;92.0;3.1;1;5;0;2;12;9
5774.0;7.7;92.0;3.9;1;5;0;2;12;10
5770.0;8.0;93.0;3.7;1;5;0;2;12;11
5590.0;7.8;93.0;3.3;1;5;0;2;12;12
5466.0;7.6;94.0;3.6;1;5;0;2;12;13
5423.5;7.4;94.0;4.1;1;5;0;2;12;14
5373.5;6.9;94.0;4.0;1;5;0;2;12;15
5607.5;6.8;94.0;3.5;1;5;0;2;12;16
5915.0;7.0;94.0;4.5;1;5;0;2;12;17
5973.5;6.8;93.0;2.8;1;5;0;2;12;18
5690.0;6.8;94.0;4.0;1;5;0;2;12;19
5431.5;6.9;94.0;4.1;1;5;0;2;12;20
5292.0;7.0;94.0;4.3;1;5;0;2;12;21
5304.5;6.9;94.0;3.9;1;5;0;2;12;22
5158.5;6.8;93.0;4.1;1;5;0;2;12;23
4880.0;6.2;91.0;3.0;1;5;0;3;12;0
4941.5;5.0;93.0;3.8;1;5;0;3;12;1
4762.0;4.4;94.0;3.0;1;5;0;3;12;2
4681.5;4.5;92.0;5.2;1;5;0;3;12;3
4725.5;5.1;91.0;3.4;1;5;0;3;12;4
4980.0;5.6;89.0;4.9;1;5;0;3;12;5
5460.5;6.4;88.0;4.5;1;5;0;3;12;6
5642.5;8.1;83.0;6.8;1;5;0;3;12;7
5648.0;7.8;82.0;7.2;1;5;0;3;12;8
5666.5;7.1;85.0;6.8;1;5;0;3;12;9
5708.5;6.8;91.0;7.6;1;5;0;3;12;10
5817.5;6.7;93.0;7.2;1;5;0;3;12;11
5720.5;6.9;93.0;7.3;1;5;0;3;12;12
5547.5;7.0;92.0;6.4;1;5;0;3;12;13
5332.5;6.8;93.0;6.1;1;5;0;3;12;14
5298.0;6.9;92.0;7.1;1;5;0;3;12;15
5554.0;6.6;93.0;6.6;1;5;0;3;12;16
5735.0;6.8;92.0;7.1;1;5;0;3;12;17
5773.0;6.8;92.0;4.7;1;5;0;3;12;18
5534.0;7.1;92.0;5.8;1;5;0;3;12;19
5263.5;6.8;92.0;5.3;1;5;0;3;12;20
5091.5;6.7;93.0;6.6;1;5;0;3;12;21
5062.5;6.1;93.0;5.1;1;5;0;3;12;22
4868.0;5.7;95.0;4.7;1;5;0;3;12;23
4650.0;5.9;94.0;5.3;1;5;0;4;12;0
4673.0;6.0;94.0;4.6;1;5;0;4;12;1
4361.5;6.2;94.0;5.3;1;5;0;4;12;2
4200.0;6.2;95.0;4.4;1;5;0;4;12;3
4230.0;6.4;96.0;4.7;1;5;0;4;12;4
4424.0;6.7;96.0;6.6;1;5;0;4;12;5
4750.0;7.2;92.0;6.2;1;5;0;4;12;6
4966.0;7.4;93.0;5.3;1;5;0;4;12;7
4987.5;8.4;86.0;4.1;1;5;0;4;12;8
5004.5;8.4;85.0;3.6;1;5;0;4;12;9
5000.0;8.3;86.0;3.7;1;5;0;4;12;10
5009.5;8.2;83.0;4.3;1;5;0;4;12;11
4976.5;8.1;80.0;5.1;1;5;0;4;12;12
4759.0;7.5;85.0;4.2;1;5;0;4;12;13
4642.5;7.2;89.0;4.4;1;5;0;4;12;14
4568.0;6.8;93.0;5.8;1;5;0;4;12;15
4862.0;7.4;92.0;6.9;1;5;0;4;12;16
5001.5;7.5;91.0;7.2;1;5;0;4;12;17
4872.0;7.0;89.0;6.8;1;5;0;4;12;18
4679.0;6.3;89.0;6.3;1;5;0;4;12;19
4499.0;5.7;88.0;5.8;1;5;0;4;12;20
4434.0;5.3;88.0;5.3;1;5;0;4;12;21
4491.0;4.6;90.0;5.3;1;5;0;4;12;22
4471.0;4.2;91.0;3.7;1;5;0;4;12;23
4274.5;3.9;92.0;5.1;1;5;1;5;12;0
4287.5;4.8;90.0;5.2;1;5;1;5;12;1
3975.5;5.4;87.0;7.9;1;5;1;5;12;2
3694.5;5.5;86.0;7.8;1;5;1;5;12;3
3582.0;5.9;87.0;8.0;1;5;1;5;12;4
3593.0;5.9;92.0;8.6;1;5;1;5;12;5
3671.5;6.2;93.0;8.1;1;5;1;5;12;6
3677.5;6.7;91.0;7.4;1;5;1;5;12;7
3719.0;7.2;89.0;7.2;1;5;1;5;12;8
3926.5;8.4;85.0;8.5;1;5;1;5;12;9
4067.5;8.7;82.0;7.2;1;5;1;5;12;10
4148.5;8.6;81.0;6.5;1;5;1;5;12;11
4161.0;8.3;82.0;5.7;1;5;1;5;12;12
3886.0;7.9;81.0;5.8;1;5;1;5;12;13
3723.5;8.3;79.0;6.3;1;5;1;5;12;14
3653.5;8.3;80.0;7.0;1;5;1;5;12;15
4005.0;8.1;83.0;6.9;1;5;1;5;12;16
4297.0;8.2;81.0;7.5;1;5;1;5;12;17
4450.5;7.9;83.0;7.2;1;5;1;5;12;18
4369.5;7.7;85.0;6.6;1;5;1;5;12;19
4322.5;7.6;85.0;6.8;1;5;1;5;12;20
4301.5;7.0;86.0;6.1;1;5;1;5;12;21
4355.0;5.2;91.0;4.3;1;5;1;5;12;22
4260.5;4.7;92.0;3.7;1;5;1;5;12;23
4047.5;5.2;90.0;3.9;1;5;0;6;12;0
4093.0;4.6;91.0;3.5;1;5;0;6;12;1
3850.0;4.0;92.0;3.1;1;5;0;6;12;2
3728.0;4.8;92.0;3.0;1;5;0;6;12;3
3704.5;5.8;86.0;4.1;1;5;0;6;12;4
3755.0;6.7;79.0;4.1;1;5;0;6;12;5
3917.0;8.5;71.0;4.4;1;5;0;6;12;6
4055.0;8.8;69.0;5.5;1;5;0;6;12;7
4145.5;9.1;72.0;3.9;1;5;0;6;12;8
4301.5;8.2;87.0;4.4;1;5;0;6;12;9
4376.0;7.9;93.0;5.2;1;5;0;6;12;10
4518.0;9.3;89.0;6.7;1;5;0;6;12;11
4557.5;8.2;91.0;4.6;1;5;0;6;12;12
4304.0;6.8;93.0;2.7;1;5;0;6;12;13
4146.0;7.8;90.0;5.3;1;5;0;6;12;14
4087.5;7.0;89.0;5.2;1;5;0;6;12;15
4426.0;6.3;89.0;5.0;1;5;0;6;12;16
4790.0;6.0;90.0;4.5;1;5;0;6;12;17
4938.5;6.1;90.0;4.6;1;5;0;6;12;18
4796.5;5.5;91.0;4.3;1;5;0;6;12;19
4636.5;5.7;91.0;3.4;1;5;0;6;12;20
4568.0;7.4;88.0;7.7;1;5;0;6;12;21
4631.5;7.6;88.0;7.0;1;5;0;6;12;22
4532.0;7.7;88.0;6.8;1;5;0;6;12;23
4312.0;7.9;88.0;5.0;1;5;0;7;12;0
4370.0;7.5;91.0;4.7;1;5;0;7;12;1
4107.5;7.5;90.0;6.1;1;5;0;7;12;2
3927.0;7.1;89.0;4.9;1;5;0;7;12;3
3824.0;6.7;92.0;4.1;1;5;0;7;12;4
3957.0;8.2;89.0;4.4;1;5;0;7;12;5
4068.5;9.1;89.0;6.4;1;5;0;7;12;6
4088.0;9.0;87.0;6.4;1;5;0;7;12;7
4277.5;9.6;85.0;6.5;1;5;0;7;12;8
4421.5;10.6;82.0;4.0;1;5;0;7;12;9
4448.5;10.8;80.0;4.2;1;5;0;7;12;10
4631.0;10.1;80.0;2.9;1;5;0;7;12;11
4605.5;8.2;84.0;2.4;1;5;0;7;12;12
4269.5;6.7;86.0;1.8;1;5;0;7;12;13
